,UnitId,Text,X.M..language..,X.M..object_posted_time..,id,detected,value,ambiguity
1146,"tag:search.twitter.com,2005:874693153047052288",earthquake ‘the big one’ could hit san andreas with force ‘stronger than nuclear bomb’ https://t.co/efeqgqtre5 #news ,en,6/13/2017 6:21:13 PM,1317,NA,5,1
1353,"tag:search.twitter.com,2005:874699385128353792",rt @latimes: get ready for a major earthquake. what to do before — and during — a big one https://t.co/jnezyg4kvr ,en,6/13/2017 5:26:10 PM,1554,NA,5,1
29225,"tag:search.twitter.com,2005:874246998614052864","rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/aohb1gac3r ",en,6/12/2017 12:48:11 PM,39096,NA,5,1
37821,"tag:search.twitter.com,2005:874281569489432576",rt @protothema: κατάρρευση σπιτιών σε πλωμάρι και βρίσα #protothema #σεισμός https://t.co/7auxtrithc https://t.co/o7hwybvvdn ,el,6/12/2017 2:21:01 PM,48905,NA,9,2
35886,"tag:search.twitter.com,2005:874270769529966592",rt @debka_english: strong earthquake hits lesbos island and w. turkish coast https://t.co/7fgna76vs4 ,en,6/12/2017 2:17:33 PM,46713,NA,5,2
32451,"tag:search.twitter.com,2005:874255963724951553","rt @thetoc_gr: εκτακτο:  ισχυρός σεισμός 6,2 ρίχτερ στη μυτιλήνη https://t.co/zifxtkpg0v ",el,6/12/2017 12:44:25 PM,42841,NA,5,2
44622,"tag:search.twitter.com,2005:874335293276663809","rt @spyrosgalinos: in lesvos, vrisa, we are mourning the first fatality: a woman found dead after her house collapsed because of the e…  ",en,6/12/2017 5:39:26 PM,56721,NA,9,2
7322,"tag:search.twitter.com,2005:874893741999476736",rt @lastquake: felt #earthquake m5.1 strikes 102 km sw of #tapachula (#mexico) 8 min ago. please report to: https://t.co/7kwdje9sos https:/… ,en,6/14/2017 7:32:11 AM,9141,NA,3,2
16099,"tag:search.twitter.com,2005:875000960396910592",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,22673,NA,7,2
31709,"tag:search.twitter.com,2005:874253307509977088",sismomundial: rt felipeandres75: ⚠powerful #earthquake (#σεισμός/#deprem) mw=6.3 - near the coast of western #turk… https://t.co/88nbzlyzzz ,en,6/12/2017 1:13:26 PM,41984,NA,5,2
30211,"tag:search.twitter.com,2005:874249330689003520","σεισμός 6,2 #ρίχτερ στη μυτιλήνη, #αισθητός σε όλη την ελλάδα! [newsit]https://t.co/csligmncqb ",el,6/12/2017 12:57:37 PM,40258,NA,3,2
572,"tag:search.twitter.com,2005:874680159525142528",rt @latimes: get ready for a major earthquake. what to do before — and during — a big one https://t.co/jnezyg4kvr ,en,6/13/2017 5:26:10 PM,657,NA,5,1
43747,"tag:search.twitter.com,2005:874328066276954113",leeuwarden weather - &lt;p&gt;an earthquake with a preliminary magnitude of 6.2 damaged scores of homes on the eastern… https://t.co/tdgh8zo14d ,en,6/12/2017 6:10:29 PM,55745,NA,7,2
16351,"tag:search.twitter.com,2005:875006589417259008","rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",el,6/14/2017 7:53:26 AM,22964,NA,7,2
28854,"tag:search.twitter.com,2005:874246175725158400","ισχυρός σεισμός 6,3 r ανάμεσα σε λέσβο – χίο στις 15:28 «ταρακούνησε» και την κω! https://t.co/kkwo3loweh via @aegeanews ",el,6/12/2017 12:45:05 PM,38655,NA,5,2
30351,"tag:search.twitter.com,2005:874249556929720322",rt @atravelingtoad: @lastquake i felt it here in plovdiv bulgaria. really felt it. then saw a speaker moving back and forth and my wate…  ,en,6/12/2017 12:39:37 PM,40433,NA,3,2
27619,"tag:search.twitter.com,2005:874244072575291392",ισχυρός σεισμός στο ανατολικό αιγαίο - αισθητός και στην αθήνα https://t.co/rbrw2utvgz ,el,6/12/2017 12:36:44 PM,37182,NA,3,2
19248,"tag:search.twitter.com,2005:875061605930856448",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,26263,NA,6,2
19780,"tag:search.twitter.com,2005:875073170180624384","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,26859,NA,5,1
51341,"tag:search.twitter.com,2005:874443571977269248","earthquake 6.2 on the greek island of lesbos has badly damaged homes, killing one woman, injuring at least 10 people https://t.co/hpq4eaebgp ",en,6/13/2017 1:49:28 AM,66742,NA,7,2
4459,"tag:search.twitter.com,2005:874788821824569344","strong earthquake - vanuatu islands on june 14, 2017 https://t.co/sgbkqwkg5t via earthquake-report ",en,6/14/2017 12:41:22 AM,5523,NA,5,2
8263,"tag:search.twitter.com,2005:874897516688551936","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,10581,NA,5,2
48183,"tag:search.twitter.com,2005:874376302727450624",earthquake rubble blocks roads in lesbos village https://t.co/jvdse74cz5 ,en,6/12/2017 9:22:10 PM,62635,NA,9,2
23181,"tag:search.twitter.com,2005:874081887970570240","strong, shallow earthquake rattles indonesia&amp;amp;#39;s capital #worldnews https://t.co/kkbtmyriyb ",en,6/12/2017 1:52:16 AM,30772,NA,5,2
37234,"tag:search.twitter.com,2005:874278258317164545",μεγάλες ζημιές στο χωριό σκάλα στη λέσβο - φωτο https://t.co/bxads7yfkh ,el,6/12/2017 2:52:34 PM,48262,NA,7,2
41095,"tag:search.twitter.com,2005:874305872817795072",rt @efsyntakton: -νεότερες πληροφορίες παραμένει εγκλωβισμένη η 57χρονη στη βρίσαhttps://t.co/ili36thdlo https://t.co/5hwuofd5h2 ,el,6/12/2017 4:41:06 PM,52684,NA,9,2
30975,"tag:search.twitter.com,2005:874250982162432002","τωρα: σεισμός 6,3 ρίχτερ στη μυτιλήνη - αισθητός σχεδόν σε όλη την ελλάδα! https://t.co/6d2ikl8rad https://t.co/xrj4tpp3pj ",el,6/12/2017 1:04:11 PM,41133,NA,3,2
9574,"tag:search.twitter.com,2005:874902749506351106",rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault https://t.co/unm5le9hio…  ,en,6/14/2017 12:30:09 AM,12462,NA,5,1
16496,"tag:search.twitter.com,2005:875009698998759424",did you overhear that magnitude 6.9 earthquake triggers landslides in guatemala near mexico border ,en,6/14/2017 3:19:03 PM,23142,NA,6,1
23647,"tag:search.twitter.com,2005:874097392529936385","rt @lastquake: strong #earthquake shakes #coquimbo, #chile 6 min ago. more info at: https://t.co/nxudrmwrd8 https://t.co/swp0e23rt2 ",en,6/12/2017 2:50:28 AM,31391,NA,5,2
39292,"tag:search.twitter.com,2005:874291855806144512","structural damages reported in greek islands as 6,3 magnitude earthquake hits aegean https://t.co/b77vgtluqz ",en,6/12/2017 3:46:36 PM,50607,NA,7,2
22163,"tag:search.twitter.com,2005:875125134574661633",i liked a @youtube video https://t.co/ndjememlts 6/14/2017 -- strong m6.9 earthquake strikes central america -- west coast + pacific ,en,6/14/2017 10:57:45 PM,29536,NA,5,2
8153,"tag:search.twitter.com,2005:874897430583664641","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,10433,NA,5,1
38353,"tag:search.twitter.com,2005:874285640975872000",rt @ipopgr: ισχυρός σεισμός στη μυτιλήνη#ipopgr https://t.co/z4cdv5szkt ,el,6/12/2017 12:46:09 PM,49534,NA,5,2
13202,"tag:search.twitter.com,2005:874949387079880706",rt @earthbrook: powerful m6.9 earthquake hits guatemala - mexico border region https://t.co/0bvdnnxwnh ,en,6/14/2017 11:16:52 AM,19019,NA,5,2
27957,"tag:search.twitter.com,2005:874244426368987136",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37586,NA,3,2
32285,"tag:search.twitter.com,2005:874255247937597440","ισχυρός σεισμός 6,1 ρίχτερ - καταρρεύσεις παλαιών κτιρίων στο πλωμάρι, ζημιές σε σπίτια στη λέσβο https://t.co/ntaxf0dnti ",el,6/12/2017 1:21:08 PM,42657,NA,5,2
50467,"tag:search.twitter.com,2005:874420086815281157",#greece #earthquake hits #lesbos: tremors felt in #istanbul and #athens➡ https://t.co/liocjfbmgw➡… https://t.co/cpbizcfzbs ,en,6/13/2017 12:16:09 AM,65676,NA,3,2
38737,"tag:search.twitter.com,2005:874287835121168385",earthquake off coast of turkey felt in athens https://t.co/gfcxskystc #greece #news ,en,6/12/2017 3:30:38 PM,49974,NA,3,2
55294,"tag:search.twitter.com,2005:874522594430636032",#video#earthquake in #lesbos island in greece has felted all over western turkey. https://t.co/egxlqwvxph ,en,6/13/2017 7:03:29 AM,71615,NA,3,1
29713,"tag:search.twitter.com,2005:874247929363652610",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,39687,NA,3,2
36390,"tag:search.twitter.com,2005:874273521806868481",rt @amna_newseng: #greece citizen protection minister heading to #lesvos after powerful earthquake (update) https://t.co/rcwbsobu83 https:/… ,en,6/12/2017 2:27:43 PM,47307,NA,5,1
11487,"tag:search.twitter.com,2005:874923250505142272","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,14931,NA,5,1
33966,"tag:search.twitter.com,2005:874262053845954562",rt @real_gr: οι πρώτες εικόνες από ζημιές στη βρίσα της λέσβου (βιντεο) https://t.co/qk2ir5j2kz ,el,6/12/2017 1:41:09 PM,44538,NA,7,2
30144,"tag:search.twitter.com,2005:874248958960336896","usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/i0bvkhvlw2 ",en,6/12/2017 12:56:09 PM,40176,NA,5,1
23608,"tag:search.twitter.com,2005:874096620543070211","rt @lastquake: this detection is linked to the strong #earthquake which shook coquimbo, chile 7 min ago ",en,6/12/2017 2:50:31 AM,31317,NA,5,2
56872,"tag:search.twitter.com,2005:874559001517740033","earthquake kills woman, damages buildings on greek island https://t.co/ma4arfmzim ",en,6/13/2017 9:28:09 AM,73490,NA,7,2
48563,"tag:search.twitter.com,2005:874382175554097152",rt @binsacksb: greece earthquake hits lesbos: tremors felt in istanbul and athens #planetx #poleshift #mfanews https://t.co/0yzjeu6uia ,en,6/12/2017 9:41:42 PM,63129,NA,3,2
15165,"tag:search.twitter.com,2005:874983881266561028",massive earthquake triggers landslides in guatemala https://t.co/qnbwsrgw97 ,en,6/14/2017 1:36:28 PM,21542,NA,6,2
38217,"tag:search.twitter.com,2005:874284448316928000",rt @gurmeetramrahim: #msghelpearthquakevictims i pray to god to bless the earthquake victims n give them strength to bear the disaster http… ,en,5/4/2015 4:54:33 PM,49381,NA,9,1
56874,"tag:search.twitter.com,2005:874559015224623104",rt @dialogoscy: πανικός στη στοκχόλμη: φορτηγό έπεσε πάνω σε ταξί https://t.co/f9ipj2mon3 #eπίκαιρα #διεθνή https://t.co/tubwfxm0pn ,el,6/13/2017 9:18:15 AM,73492,NA,7,1
48621,"tag:search.twitter.com,2005:874382727532773376","earthquake kills woman, destroys houses on lesbos | greece news -  https://t.co/ouus5czhto kills woman, destroys houses on lesbo... ",en,6/12/2017 9:47:42 PM,63198,NA,9,2
29554,"tag:search.twitter.com,2005:874247766725328896","rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/aohb1gac3r ",en,6/12/2017 12:48:11 PM,39492,NA,5,1
37783,"tag:search.twitter.com,2005:874281235715170304",#dirtybook_gr #survivorgr #athenspride2017 #olypao ισχυρός σεισμός στη μυτιλήνη - κατέρρευσαν κτήρια - μια τραυματί https://t.co/oj9royws8f ,el,6/12/2017 3:04:24 PM,48862,NA,5,2
34819,"tag:search.twitter.com,2005:874265438271700994","rt @theangrycoyote: σεισμός 6,1 ρίχτερ στη μυτιλήνη - μεγάλες ζημιές σε πλωμάρι - πληροφορίες για μια εγκλωβισμένη…  ",el,6/12/2017 2:00:55 PM,45496,NA,7,2
40093,"tag:search.twitter.com,2005:874297603474771968","ισχυρός σεισμός 6,1r νοτιοδυτικά της μυτιλήνης (βίντεο): ισχυρή σεισμική δόνηση μεγέθους 6,1… https://t.co/jjhnmokicy ",el,6/12/2017 4:09:26 PM,51524,NA,5,2
41946,"tag:search.twitter.com,2005:874312782350569472",rt @enikos_gr: απεγκλωβισμός ζευγαριού ηλικιωμένων στη βρίσα λέσβου - τωρα https://t.co/wvqx7n4ynv ,el,6/12/2017 4:37:43 PM,53676,NA,9,2
31742,"tag:search.twitter.com,2005:874253317815382017",rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake https://t.co/mbibfnjrmu ,en,6/12/2017 12:49:25 PM,42024,NA,3,2
28689,"tag:search.twitter.com,2005:874245688539959296","ισχυρός σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης https://t.co/rrqya3nmgj μέσω του χρήστη @avgionline ",el,6/12/2017 12:43:09 PM,38465,NA,5,2
32623,"tag:search.twitter.com,2005:874256224480632832",rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα https://t.co/kgc2mtcll0 ,el,6/12/2017 1:14:07 PM,43032,NA,9,2
43881,"tag:search.twitter.com,2005:874329312589205504",https://t.co/gd1gohindz #1 in news online–earthquake rubble blocks roads in lesbos village https://t.co/ttjze6vfqy ,en,6/12/2017 6:15:27 PM,55893,NA,9,2
32219,"tag:search.twitter.com,2005:874255025136128000","rt @lspyropoulou: no serious damages reported so far from the #earthquake, police sources of #lesvos told @bild lets hope it stays th…  ",en,6/12/2017 1:18:10 PM,42584,NA,7,2
7545,"tag:search.twitter.com,2005:874894881629581312",rt @lastquake: powerful #earthquake shakes #guatemala 12 min ago. more info at: https://t.co/qrlbnaxnqc https://t.co/y56rd9t3nd ,en,6/14/2017 7:41:34 AM,9531,NA,5,2
46299,"tag:search.twitter.com,2005:874352637449125889",«πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! https://t.co/pc7ws7rq4l ,el,6/12/2017 7:48:08 PM,60232,NA,7,1
31918,"tag:search.twitter.com,2005:874254102183780358",rt @topontiki: σεισμός στη λέσβο: υλικές ζημιές στο πλωμάρι (video) https://t.co/nqrphcgbks ,el,6/12/2017 1:14:14 PM,42224,NA,7,2
51781,"tag:search.twitter.com,2005:874453747442831360",bbc news - greece earthquake hits lesbos: tremors felt in istanbul and athens https://t.co/uvic7ekipt ,en,6/13/2017 2:29:54 AM,67267,NA,3,2
32429,"tag:search.twitter.com,2005:874255801053007874",rt @euronewsgr: #breaking #earthquake ισχυρός σεισμός ανοιχτά της μυτιλήνης - αισθητός και στην αθήνα https://t.co/2h0rfgkguc https://t.co/… ,el,6/12/2017 12:57:31 PM,42817,NA,3,2
13651,"tag:search.twitter.com,2005:874957636021743616",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,19626,NA,7,2
32170,"tag:search.twitter.com,2005:874254911042617344","ζημιές σε σπίτια στο πλωμάρι από τον ισχυρό σεισμό, ανάστατοι οι κάτοικοι στους δρόμους https://t.co/lym0hm6kt4 ",el,6/12/2017 1:19:48 PM,42527,NA,7,2
27751,"tag:search.twitter.com,2005:874244186316439552",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37349,NA,3,2
27441,"tag:search.twitter.com,2005:874243521519259648","rt via lastquake this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, west… ",en,6/12/2017 12:34:32 PM,36972,NA,3,2
